,baseObject,fromUuid,memoryAddress,name,pInfo,pageNumber,pid,ppid,properties,sequence,source,startTimestampMicros,threadId,timestamp,timestampMicros,toUuid,type,url,uuid,version
445,,,,read,,,,,,155.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
446,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
447,,,,mmap(read/write),,,,,,157.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
448,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
449,,,,mmap(read),,,,,,159.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
450,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
451,,,,read,,,,,,161.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
452,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
453,,,,mmap(read/write),,,,,,163.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
454,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
455,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
456,,,,read,,,,,,165.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
457,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
458,,,,mmap(read),,,,,,167.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
459,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
460,,,,mmap(read/write),,,,,,169.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
461,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
462,,,,read,,,,,,171.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
463,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
464,,,,mmap(read),,,,,,173.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
465,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
466,,,,mmap(read/write),,,,,,175.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
467,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
468,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
469,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
470,,,,mmap(read/write),,,,,,177.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
471,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
472,,,,read,,,,,,179.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
473,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
474,,,,mmap(read),,,,,,181.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
475,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
476,,,,mmap(read/write),,,,,,183.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
477,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
478,,,,read,,,,,,185.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
479,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
480,,,,mmap(read),,,,,,187.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
481,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
482,,,,mmap(read/write),,,,,,189.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
483,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
484,,,,read,,,,,,191.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
485,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
486,,,,mmap(read),,,,,,193.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
487,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
488,,,,mmap(read/write),,,,,,195.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
489,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
490,,,,read,,,,,,197.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
491,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
492,,,,mmap(read),,,,,,199.0,SOURCE_LINUX_AUDIT_TRACE,,1451.0,,-1.0,,EVENT_ACCEPT,,4e+15,
493,,1e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_SUBJECT_AFFECTS_EVENT,,,
494,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
495,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
496,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893330928e+14,,,0.0,,,,,,,,,,,,,2e+15,
497,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
498,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
499,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
500,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libpng12.so.0""",3e+15,1.0
501,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
502,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libpng12.so.0""",3e+15,1.0
503,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
504,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
505,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
506,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
507,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893326516e+14,,,0.0,,,,,,,,,,,,,2e+15,
508,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
509,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
510,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
511,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libpng12.so.0""",3e+15,1.0
512,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
513,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893328761e+14,,,0.0,,,,,,,,,,,,,2e+15,
514,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
515,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
516,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
517,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
518,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libX11.so.6""",3e+15,1.0
519,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
520,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libX11.so.6""",3e+15,1.0
521,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
522,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
523,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
524,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
525,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893323153e+14,,,0.0,,,,,,,,,,,,,2e+15,
526,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
527,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
528,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
529,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libX11.so.6""",3e+15,1.0
530,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
531,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893326496e+14,,,0.0,,,,,,,,,,,,,2e+15,
532,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
533,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
534,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
535,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
536,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
537,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
538,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893319201e+14,,,0.0,,,,,,,,,,,,,2e+15,
539,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
540,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
541,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
542,,,,mmap(read),,,,,,201.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
543,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libc.so.6""",3e+15,1.0
544,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
545,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libc.so.6""",3e+15,1.0
546,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
547,,,,read,,,,,,203.0,SOURCE_LINUX_AUDIT_TRACE,,1452.0,,-1.0,,EVENT_ACCEPT,,4e+15,
548,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
549,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
550,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893323108e+14,,,0.0,,,,,,,,,,,,,2e+15,
551,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
552,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
553,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
554,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
555,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libz.so.1""",3e+15,1.0
556,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
557,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libz.so.1""",3e+15,1.0
558,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
559,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
560,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
561,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
562,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893317001e+14,,,0.0,,,,,,,,,,,,,2e+15,
563,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
564,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
565,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
566,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libz.so.1""",3e+15,1.0
567,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
568,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893319193e+14,,,0.0,,,,,,,,,,,,,2e+15,
569,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
570,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
571,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
572,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
573,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libm.so.6""",3e+15,1.0
574,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
575,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libm.so.6""",3e+15,1.0
576,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
577,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
578,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
579,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
580,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893313831e+14,,,0.0,,,,,,,,,,,,,2e+15,
581,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
582,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
583,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
584,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libm.so.6""",3e+15,1.0
585,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
586,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893316993e+14,,,0.0,,,,,,,,,,,,,2e+15,
587,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
588,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
589,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
590,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
591,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libxcb.so.1""",3e+15,1.0
592,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
593,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libxcb.so.1""",3e+15,1.0
594,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
595,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
596,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
597,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
598,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893311607e+14,,,0.0,,,,,,,,,,,,,2e+15,
599,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
600,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
601,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
602,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libxcb.so.1""",3e+15,1.0
603,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
604,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893313823e+14,,,0.0,,,,,,,,,,,,,2e+15,
605,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
606,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
607,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
608,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
609,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libdl.so.2""",3e+15,1.0
610,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
611,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libdl.so.2""",3e+15,1.0
612,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
613,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
614,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
615,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
616,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893309493e+14,,,0.0,,,,,,,,,,,,,2e+15,
617,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
618,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
619,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
620,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/lib/x86_64-linux-gnu/libdl.so.2""",3e+15,1.0
621,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
622,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893311599e+14,,,0.0,,,,,,,,,,,,,2e+15,
623,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
624,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
625,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
626,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
627,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libXau.so.6""",3e+15,1.0
628,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
629,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libXau.so.6""",3e+15,1.0
630,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
631,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
632,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
633,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
634,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.3989330738e+14,,,0.0,,,,,,,,,,,,,2e+15,
635,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
636,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
637,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
638,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libXau.so.6""",3e+15,1.0
639,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
640,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893309485e+14,,,0.0,,,,,,,,,,,,,2e+15,
641,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
642,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
643,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
644,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
645,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libXdmcp.so.6""",3e+15,1.0
646,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
647,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libXdmcp.so.6""",3e+15,1.0
648,,3e+15,,,,,,,{},,,,,0.0,,9e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
649,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
650,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
651,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
652,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893305258e+14,,,0.0,,,,,,,,,,,,,2e+15,
653,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
654,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
655,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
656,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,,,,,,,,,,,,,,,,"""/usr/lib/x86_64-linux-gnu/libXdmcp.so.6""",3e+15,1.0
657,,3e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
658,{u'source': u'SOURCE_LINUX_AUDIT_TRACE'},,1.39893307372e+14,,,0.0,,,,,,,,,,,,,2e+15,
659,,4e+15,,,,,,,{},,,,,0.0,,2e+15,EDGE_MEMORY_AFFECTS_EVENT,,,
660,,4e+15,,,,,,,{},,,,,0.0,,3e+15,EDGE_EVENT_AFFECTS_FILE,,,
661,,4e+15,,,,,,,{},,,,,0.0,,1e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
662,,2e+15,,,,,,,{},,,,,0.0,,4e+15,EDGE_EVENT_AFFECTS_SUBJECT,,,
663,,,,recvmsg,,,,,,205.0,SOURCE_LINUX_AUDIT_TRACE,,1074.0,,-1.0,,EVENT_ACCEPT,,4e+15,
664,,,,,"Xorg,1074,ffff88001a7e3ae0",,1074.0,1011.0,,,SOURCE_LINUX_AUDIT_TRACE,-1.0,,,,,SUBJECT_PROCESS,,1e+15,
